Add a tuple with value `another_choice` to a tuple `my_choices`,"final_choices = ((another_choice,) + my_choices)","{'another_choice': ['tuple'], 'my_choices': ['tuple']}",<class 'tuple'>
"split string 'a b.c' on space "" "" and dot character "".""","re.split('[ .]', 'a b.c')",{},<class 'list'>
generate random upper-case ascii string of 12 characters length,(''.join(choice(ascii_uppercase) for i in range(12))),{},<class 'str'>
merge the elements in a list `lst` sequentially,"[''.join(seq) for seq in zip(lst, lst[1:])]","{'lst': ['list[str]']}",<class 'list'>
Sort list `li` in descending order based on the second element of each list inside list`li`,"sorted(li, key=operator.itemgetter(1), reverse=True)","{'li': ['nested-list']}",<class 'list'>
"split string 'Words, words, words.' on punctuation","re.split('\\W+', 'Words, words, words.')",{},<class 'list'>
"Extract first two substrings in string `phrase` that end in `.`, `?` or `!`","re.match('(.*?[.?!](?:\\s+.*?[.?!]){0,1})', phrase).group(1)","{'s': ['str', 'int-str']}",<class 'str'>
split string `s` into strings of repeating elements,"([a for a, b in re.findall('((\\w)\\2*)', s)])","{'s': ['str', 'int-str']}",<class 'list'>
Create new string with unique characters from `s` seperated by ' ',(' '.join(OrderedDict.fromkeys(s))),"{'s': ['str', 'int-str']}",<class 'collections.OrderedDict'>
create a set from string `s` to remove duplicate characters,(' '.join(set(s))),"{'s': ['str', 'int-str']}",<class 'str'>
find the count of a word 'Hello' in a string `input_string`,input_string.count('Hello'),"{'input_string': ['str', 'int-str']}",<class 'int'>
"reduce the first element of list of strings `data` to a string, separated by '.'",('.'.join([item[0] for item in data])),"{'data': ['list[str]']}",<class 'str'>
"convert a flat list into a list of tuples of every two items in the list, in order","(zip(my_list[0::2], my_list[1::2]))","{'my_list': ['list[int]', 'list[str]', 'list[bool]']}",<class 'zip'>
group a list of ints into a list of tuples of each 2 elements,"my_new_list = zip(my_list[0::2], my_list[1::2])","{'my_list': ['list[int]', 'list[str]', 'list[bool]']}",<class 'zip'>
Formate current date and time to a string using pattern '%Y-%m-%d %H:%M:%S',datetime.datetime.now().strftime('%Y-%m-%d %H:%M:%S'),{},<class 'str'>
retrieve arabic texts from string `my_string`,"(re.findall('[\\u0600-\\u06FF]+', my_string))","{'my_string': ['str', 'int-str']}",<class 'list'>
access value associated with key 'American' of key 'Apple' from dictionary `dict`,dict['Apple']['American'],"{'dict': ['nested-dict']}",<class 'AnyType'>
insert a list `k` at the front of list `a`,"a.insert(0, k)","{'a': ['list[str]', 'list[int]', 'list[bool]'], 'k': ['list[str]', 'list[int]', 'list[bool]']}",<class 'list'>
insert elements of list `k` into list `a` at position `n`,a = a[:n] + k + a[n:],"{'a': ['list[str]', 'list[int]', 'list[bool]'], 'k': ['list[str]', 'list[int]', 'list[bool]']}",<class 'list'>
remove elements in list `b` from list `a`,[x for x in a if x not in b],"{'a': ['list[str]', 'list[int]', 'list[bool]'], 'b': ['list[str]', 'list[int]', 'list[bool]']}",<class 'list'>
join elements of each tuple in list `a` into one string,[''.join(x) for x in a],"{'a': ['list[tuple]']}",<class 'str'>
join items of each tuple in list of tuples `a` into a list of strings,"list(map(''.join, a))","{'a': ['list[tuple]']}",<class 'list'>
match blank lines in `s` with regular expressions,"re.split('\n\\s*\n', s)","{'s': ['str', 'int-str']}",<class 'list'>
"merge a list of integers `[1, 2, 3, 4, 5]` into a single integer","from functools import reduce\nreduce(lambda x, y: 10 * x + y, [1, 2, 3, 4, 5])",{},<class 'int'>
Convert float 24322.34 to comma-separated string,"""""""{0:,.2f}"""""".format(24322.34)",{},<class 'str'>
round 1123.456789 to be an integer,"(round(1123.456789, -1))",{},<class 'float'>
sort list `X` based on values from another list `Y`,"[x for y, x in sorted(zip(Y, X))]","{'X': ['list[str]', 'list[int]', 'list[bool]'], 'Y': ['list[str]', 'list[int]', 'list[bool]']}",<class 'list'>
sorting list 'X' based on values from another list 'Y',"[x for y, x in sorted(zip(Y, X))]","{'X': ['list[str]', 'list[int]', 'list[bool]'], 'Y': ['list[str]', 'list[int]', 'list[bool]']}",<class 'list'>
get equivalent week number from a date `2010/6/16` using  isocalendar,"datetime.date(2010, 6, 16).isocalendar()[1]",{},<class 'int'>
convert string `s` to lowercase,s.lower(),"{'s': ['str', 'int-str']}",<class 'str'>
output first 100 characters in a string `my_string`,(my_string[0:100]),"{'my_string': ['str', 'int-str']}",<class 'str'>
get set intersection between dictionaries `d1` and `d2`,"dict((x, set(y) & set(d1.get(x, ()))) for x, y in d2.items())","{'d2': ['dict'], 'd1': ['dict']}",<class 'dict'>
"create a dictionary `{'spam': 5, 'ham': 6}` into another dictionary `d` field 'dict3'","d['dict3'] = {'spam': 5, 'ham': 6}","{'d': ['nested-dict']}",<class 'dict'>
merge dictionaries form array `dicts` in a single expression,"dict((k, v) for d in dicts for k, v in list(d.items()))","{'dicts': ['list[dict]']}",<class 'dict'>
"counting the number of true booleans in a python list `[True, True, False, False, False, True]`","sum([True, True, False, False, False, True])",{},<class 'int'>
format string with dict `{'5': 'you'}` with integer keys,'hello there %(5)s' % {'5': 'you'},{},<class 'str'>
"Convert a string of numbers `example_string` separated by `,` into a list of integers","map(int, example_string.split(','))","{'example_string': ['int-str']}",<class 'map'>
Convert a string of numbers 'example_string' separated by comma into a list of numbers,"[int(s) for s in example_string.split(',')]","{'example_string': ['int-str']}",<class 'list'>
Flatten list `x`,x = [i[0] for i in x],"{'x': ['list[tuple]']}",<class 'list'>
convert list `x` into a flat list,"y = map(operator.itemgetter(0), x)","{'x': ['list[tuple]']}",<class 'list'>
get a list `y` of the first element of every tuple in list `x`,y = [i[0] for i in x],"{'x': ['list[tuple]']}",<class 'list'>
extract all the values of a specific key named 'values' from a list of dictionaries,results = [item['value'] for item in test_data],"{'test_data': ['list[dict]']}",<class 'list'>
get current datetime in ISO format,datetime.datetime.now().isoformat(),{},<class 'str'>
get UTC datetime in ISO format,datetime.datetime.utcnow().isoformat(),{},<class 'str'>
get the indices of tuples in list of tuples `L` where the first value is 53,"[i for i, v in enumerate(L) if v[0] == 53]","{'L': ['list[tuple]']}",<class 'list'>
convert string of bytes `y\xcc\xa6\xbb` into an int,"struct.unpack('<L', 'y\xcc\xa6\xbb')[0]",{},<class 'int'>
create a list with permutations of string 'abcd',list(powerset('abcd')),{},<class 'list'>
Convert string to boolean from defined set of strings,"s in ['true', '1', 't', 'y', 'yes', 'yeah', 'yup', 'certainly', 'uh-huh']",{},<class 'bool'>
count the number of elements in array `myArray`,len(myArray),"{'myArray': ['list[int]', 'list[str]', 'list[bool]']}",<class 'int'>
Match regex '[a-zA-Z][\\w-]*\\Z' on string 'A\n',"re.match('[a-zA-Z][\\w-]*\\Z', 'A\n')",{},<class 'NoneType'>
match regex '[a-zA-Z][\\w-]*$' on string '!A_B',"re.match('[a-zA-Z][\\w-]*$', '!A_B')",{},<class 'NoneType'>
"Convert hex string ""deadbeef"" to integer","int('deadbeef', 16)",{},<class 'int'>
"Convert hex string ""a"" to integer","int('a', 16)",{},<class 'int'>
"Convert hex string ""0xa"" to integer","int('0xa', 16)",{},<class 'int'>
Convert hex string `s` to integer,"int(s, 16)",{'s': ['int-str']},<class 'int'>
Convert hex string `hexString` to int,"int(hexString, 16)",{'hexString': ['int-str']},<class 'int'>
print variable `value ` without spaces,"('Value is ""' + str(value) + '""')","{'value': ['int']}",<class 'str'>
Print a string `value` with string formatting,"('Value is ""{}""'.format(value))","{'value': ['int']}",<class 'str'>
Get only first element in each of the innermost of the multidimensional list `listD`,[[[x[0]] for x in listD[i]] for i in range(len(listD))],"{'listD': ['nested-list']}",<class 'list'>
Sort a string `s` in lexicographic order,"sorted(s, key=str.upper)","{'s': ['str', 'int-str']}",<class 'list'>
sort string `s` in lexicographic order,"sorted(sorted(s), key=str.upper)","{'s': ['str', 'int-str']}",<class 'list'>
"get a sorted list of the characters of string `s` in lexicographic order, with lowercase letters first","sorted(s, key=str.lower)","{'s': ['str', 'int-str']}",<class 'list'>
Reverse key-value pairs in a dictionary `map`,"dict((v, k) for k, v in map.items())","{'map': ['dict']}",<class 'dict'>
convert list of strings `str_list` into list of integers,[int(i) for i in str_list],"{'str_list': ['list[str]']}",<class 'list'>
"convert a list with string `['1', '2', '3']` into list with integers","map(int, ['1', '2', '3'])",{},<class 'map'>
convert list with str into list with int,"list(map(int, ['1', '2', '3']))",{},<class 'list'>
"remove a substring "".com"" from the end of string `url`","if url.endswith('.com'):\n    url = url[:(-4)]","{'url': ['str', 'int-str']}",<class 'str'>
"remove a substring "".com"" from the end of string `url`","url = re.sub('\\.com$', '', url)","{'url': ['str', 'int-str']}",<class 'str'>
"remove a substring "".com"" from the end of string `url`","(url.replace('.com', ''))","{'url': ['str', 'int-str']}",<class 'str'>
remove a substring `suffix` from the end of string `text`,"if (not text.endswith(suffix)):\n    return text\nreturn text[:(len(text) - len(suffix))]","{'text': ['str', 'int-str']}",<class 'str'>
print each first value from a list of tuples `mytuple` with string formatting,"(', ,'.join([str(i[0]) for i in mytuple]))","{'mytuple': ['list[tuple]']}",<class 'str'>
clamping floating number `my_value` to be between `min_value` and `max_value`,"max(min(my_value, max_value), min_value)","{'my_value': ['float'], 'max_value': ['int', 'float'], 'min_value': ['int', 'float']}",<class 'int'>
split a unicode string `text` into a list of words and punctuation characters with a regex,"re.findall('\\w+|[^\\w\\s]', text, re.UNICODE)","{'text': ['str', 'int-str']}",<class 'list'>
get digits in string `my_string`,""""""""""""".join(c for c in my_string if c.isdigit())","{'my_string': ['str', 'int-str']}",<class 'str'>
split string `str1` on one or more spaces with a regular expression,"re.split(' +', str1)","{'str1': ['str', 'int-str']}",<class 'list'>
python split string based on regular expression,"re.findall('\\S+', str1)","{'str1': ['str', 'int-str']}",<class 'list'>
convert generator object to a dictionary,{i: (i * 2) for i in range(10)},{},<class 'dict'>
convert generator object to a dictionary,"dict((i, i * 2) for i in range(10))",{},<class 'dict'>
split string `s` into float values and write sum to `total`,"total = sum(float(item) for item in s.split(','))","{'s': ['str', 'int-str']}",<class 'float'>
Convert ascii value 'P' to binary,bin(ord('P')),{},<class 'str'>
"print a string after a specific substring ', ' in string `my_string `","(my_string.split(', ', 1)[1])","{'my_string': ['str', 'int-str']}",<class 'str'>
remove colon character surrounded by vowels letters in string `word`,"word = re.sub('([aeiou]):(([aeiou][^aeiou]*){3})$', '\\1\\2', word)","{'word': ['str', 'int-str']}",<class 'str'>
pars a string 'http://example.org/#comments' to extract hashtags into an array,"re.findall('#(\\w+)', 'http://example.org/#comments')",{},<class 'list'>
do a boolean check if a string `lestring` contains any of the items in list `lelist`,any(e in lestring for e in lelist),"{'lelist': ['list[str]'], 'lestring': ['str']}",<class 'bool'>
get the number of all keys in the nested dictionary `dict_test`,len(dict_test) + sum(len(v) for v in dict_test.values()),"{'dict_test': ['nested-dict']}",<class 'int'>
return the conversion of decimal `d` to hex without the '0x' prefix,hex(d).split('x')[1],"{'d': ['int']}",<class 'str'>
create a list containing digits of number 123 as its elements,list(str(123)),{},<class 'list'>
converting integer `num` to list,[int(x) for x in str(num)],"{'num': ['int']}",<class 'list'>
reverse correlating bits of integer `n`,"int('{:08b}'.format(n)[::-1], 2)","{'n': ['int']}",<class 'int'>
get keys and items of dictionary `d`,list(d.items()),"{'d': ['dict']}",<class 'list'>
get keys and items of dictionary `d` as a list,list(d.items()),"{'d': ['dict']}",<class 'list'>
get max key in dictionary `MyCount`,"max(list(MyCount.keys()), key=int)","{'MyCount': ['int-dict']}",<class 'int'>
sort list `a` in ascending order based on the addition of the second and third elements of each tuple in it,"sorted(a, key=lambda x: (sum(x[1:3]), x[0]))","{'a': ['list[tuple]']}",<class 'list'>
sort a list of tuples `a` by the sum of second and third element of each tuple,"sorted(a, key=lambda x: (sum(x[1:3]), x[0]), reverse=True)","{'a': ['list[tuple]']}",<class 'list'>
"sorting a list of tuples `lst` by the sum of the second elements onwards, and third element of the tuple","sorted(lst, key=lambda x: (sum(x[1:]), x[0]))","{'lst': ['list[tuple]']}",<class 'list'>
sort the list of tuples `lst` by the sum of every value except the first and by the first value in reverse order,"sorted(lst, key=lambda x: (sum(x[1:]), x[0]), reverse=True)","{'lst': ['list[tuple]']}",<class 'list'>
convert date string '24052010' to date object in format '%d%m%Y',"datetime.datetime.strptime('24052010', '%d%m%Y').date()",{},<class 'datetime.datetime'>
Replace non-ASCII characters in string `text` with a single space,"re.sub('[^\\x00-\\x7F]+', ' ', text)","{'text': ['str', 'int-str']}",<class 'str'>
Get a list `myList` from 1 to 10,myList = [i for i in range(10)],{},<class 'list'>
use regex pattern '((.+?)\\2+)' to split string '44442(2)2(2)44',[m[0] for m in re.compile('((.+?)\\2+)').findall('44442(2)2(2)44')],{},<class 'list'>
use regular expression '((\\d)(?:[()]*\\2*[()]*)*)' to split string `s`,"[i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]","{'s': ['str', 'int-str']}",<class 'list'>
Reverse list `x`,x[::-1],"{'x': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
"Split a string `text` with comma, question mark or exclamation by non-consuming regex using look-behind","re.split('(?<=[\\.\\?!]) ', text)","{'text': ['str', 'int-str']}",<class 'list'>
create a regular expression object with the pattern '\xe2\x80\x93',re.compile('\xe2\x80\x93'),{},<class '_sre.SRE_Pattern'>
declare an array `variable`,variable = [],{},<class 'array'>
declare an array with element 'i',intarray = array('i'),{},<class 'array'>
"given list `to_reverse`, reverse the all sublists and the list itself",[sublist[::-1] for sublist in to_reverse[::-1]],"{'to_reverse': ['nested-list']}",<class 'list'>
Replace all non-alphanumeric characters in a string,"re.sub('[^0-9a-zA-Z]+', '*', 'h^&ell`.,|o w]{+orld')",{},<class 'str'>
"unescape special characters without splitting data in array of strings `['I ', u'<', '3s U ', u'&', ' you luvz me']`",""""""""""""".join(['I ', '<', '3s U ', '&', ' you luvz me'])",{},<class 'str'>
split string `s` by '@' and get the first element,s.split('@')[0],"{'s': ['str', 'int-str']}",<class 'str'>
generate a list containing values associated with the key 'value' of each dictionary inside list `list_of_dicts`,[x['value'] for x in list_of_dicts],"{'list_of_dicts': ['list[dict]'}",<class 'list'>
python getting a list of value from list of dict,[d['value'] for d in l],"{'l': ['list[dict]'}",<class 'list'>
python getting a list of value from list of dict,[d['value'] for d in l if 'value' in d],"{'l': ['list[dict]'}",<class 'list'>
"converting string '(1,2,3,4)' to a tuple","ast.literal_eval('(1,2,3,4)')",{},<class 'tuple'>
keep a list `dataList` of lists sorted as it is created by second element,dataList.sort(key=lambda x: x[1]),"{'dataList': ['nested-list']}",<class 'NoneType'>
remove duplicated items from list of lists `testdata`,"list(map(list, set(map(lambda i: tuple(i), testdata))))","{'testdata': ['nested-list']}",<class 'list'>
uniqueness for list of lists `testdata`,[list(i) for i in set(tuple(i) for i in testdata)],"{'testdata': ['nested-list']}",<class 'list'>
"Concat each values in a tuple `(34.2424, -64.2344, 76.3534, 45.2344)` to get a string",""""""""""""".join(str(i) for i in (34.2424, -64.2344, 76.3534, 45.2344))",{},<class 'str'>
swap each pair of characters in string `s`,""""""""""""".join([s[x:x + 2][::-1] for x in range(0, len(s), 2)])","{'s': ['str']}",<class 'str'>
delete items from list `my_list` if the item exist in list `to_dell`,my_list = [[x for x in sublist if x not in to_del] for sublist in my_list],"{'my_list': ['nested-list'], 'to_del': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
find all the elements that consists value '1' in a list of tuples 'a',[item for item in a if 1 in item],"{'a': ['list[tuple]']}",<class 'list'>
find all elements in a list of tuples `a` where the first element of each tuple equals 1,[item for item in a if item[0] == 1],"{'a': ['list[tuple]']}",<class 'list'>
how to uniqify a list of dict in python,[dict(y) for y in set(tuple(x.items()) for x in d)],"{'d': ['list[dict]']}",<class 'list'>
unpack the binary data represented by the hexadecimal string '4081637ef7d0424a' to a float,"struct.unpack('d', binascii.unhexlify('4081637ef7d0424a'))",{},<class 'tuple'>
"find all possible sequences of elements in a list `[2, 3, 4]`","map(list, permutations([2, 3, 4]))",{},<class 'map'>
sort a list `unsorted_list` based on another sorted list `presorted_list`,"sorted(unsorted_list, key=presorted_list.index)","{'unsorted_list': ['list[int]', 'list[str]'], 'presorted_list': ['list[int]', 'list[str]']}",<class 'list'>
How to get yesterday in python,datetime.datetime.now() - datetime.timedelta(days=1),{},<class 'datetime.datetime'>
find the index of sub string 'World' in `x`,x.find('World'),"{'x': ['str', 'int-str']}",<class 'int'>
find the index of sub string 'Aloha' in `x`,x.find('Aloha'),"{'x': ['str', 'int-str']}",<class 'int'>
find the index of sub string 'df' in string 'sdfasdf','sdfasdf'.index('df'),{},<class 'int'>
find the index of sub string 'a' in string `str`,str.find('a'),"{'str': ['str', 'int-str']}",<class 'int'>
find the index of sub string 'g' in string `str`,str.find('g'),"{'str': ['str', 'int-str']}",<class 'int'>
find the index of sub string 's' in string `str` starting from index 11,"str.find('s', 11)","{'str': ['str', 'int-str']}",<class 'int'>
find the index of sub string 's' in string `str` starting from index 15,"str.find('s', 15)","{'str': ['str', 'int-str']}",<class 'int'>
find the index of sub string 's' in string `str` starting from index 16,"str.find('s', 16)","{'str': ['str', 'int-str']}",<class 'int'>
find the index of sub string 's' in string `str` starting from index 11 and ending at index 14,"str.find('s', 11, 14)","{'str': ['str', 'int-str']}",<class 'int'>
sort list of date strings 'd',"sorted(d, key=lambda x: datetime.datetime.strptime(x, '%m-%Y'))","{'d': ['list[int-str]']}",<class 'list'>
Get all the sentences from a string `text` using regex,"re.split('\\.\\s', text)","{'text': ['str', 'int-str']}",<class 'list'>
Regular expression in Python sentence extractor,"re.split('\\.\\s', re.sub('\\.\\s*$', '', text))","{'text': ['str', 'int-str']}",<class 'list'>
get all characters in string 'foobar' up to the fourth index,"""""""foobar""""""[:4]",{},<class 'str'>
cut a string by delimiter '&',s.rfind('&'),"{'s': ['str', 'int-str']}",<class 'int'>
cut a string using delimiter '&',s[:s.rfind('&')],"{'s': ['str', 'int-str']}",<class 'str'>
split string 'x+13.5*10x-4e1' into tokens,"([i for i in re.split('([\\d.]+|\\W+)', 'x+13.5*10x-4e1') if i])",{},<class 'list'>
Find all Chinese characters in string `ipath`,"re.findall('[\u4e00-\u9fff]+', ipath)","{'ipath': ['str', 'int-str']}",<class 'list'>
split string `s` by letter 's',s.split('s'),"{'s': ['str']}",<class 'list'>
convert a list of dictionaries `listofdict into a dictionary of dictionaries,"dict((d['name'], d) for d in listofdict)","{'listofdict': ['list[dict]']}",<class 'dict'>
print current date and time in a regular format,datetime.datetime.now().strftime('%Y-%m-%d %H:%M'),{},<class 'str'>
print current date and time in a regular format,time.strftime('%Y-%m-%d %H:%M'),{},<class 'str'>
find consecutive consonants in a word `CONCENTRATION` using regex,"re.findall('[bcdfghjklmnpqrstvwxyz]+', 'CONCERTATION', re.IGNORECASE)",{},<class 'list'>
get a list of indices of non zero elements in a list `a`,"[i for i, e in enumerate(a) if e != 0]","{'a': ['list[int]']}",<class 'list'>
get multiple integer values from a string 'string1',"map(int, re.findall('\\d+', string1))","{'string1': ['str', 'int-str']}",<class 'map'>
parse string '2015/01/01 12:12am' to DateTime object using format '%Y/%m/%d %I:%M%p',"datetime.strptime('2015/01/01 12:12am', '%Y/%m/%d %I:%M%p')",{},<class 'datetime.datetime'>
find maximum with lookahead = 4 in a list `arr`,"[max(abs(x) for x in arr[i:i + 4]) for i in range(0, len(arr), 4)]","{'arr': ['list[int]']}",<class 'list'>
get a list `no_integers` of all the items in list `mylist` that are not of type `int`,"no_integers = [x for x in mylist if not isinstance(x, int)]","{'mylist': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
"concatenate key/value pairs in dictionary `a` with string ', ' into a single string",""""""", """""".join([(str(k) + ' ' + str(v)) for k, v in list(a.items())])","{'a': ['list[dict]']}",<class 'str'>
"Strip all non-ASCII characters from a unicode string, `\xa3\u20ac\xa3\u20ac`","(set(re.sub('[\x00-\x7f]', '', '\xa3\u20ac\xa3\u20ac')))",{},<class 'set'>
Get all non-ascii characters in a unicode string `\xa3100 is worth more than \u20ac100`,"(re.sub('[\x00-\x7f]', '', '\xa3100 is worth more than \u20ac100'))",{},<class 'str'>
"build a dict of key:value pairs from a string representation of a dict, `{'muffin' : 'lolz', 'foo' : 'kitty'}`","ast.literal_eval(""{'muffin' : 'lolz', 'foo' : 'kitty'}"")",{},<class 'dict'>
Print string `t` with proper unicode representations,(t.decode('unicode_escape')),"{'t': ['bytestr']}",<class 'str'>
Normalize string `str` from 'cp1252' code to 'utf-8' code,(str.encode('cp1252').decode('utf-8').encode('cp1252').decode('utf-8')),"{'str': ['str']}",<class 'str'>
merge lists `list_a` and `list_b` into a list of tuples,"zip(list_a, list_b)","{'list_a': ['list[int]', 'list[str]', 'list[bool]'], 'list_b': ['list[int]', 'list[str]', 'list[bool]']}",<class 'zip'>
merge lists `a` and `a` into a list of tuples,"list(zip(a, b))","{'a': ['list[int]', 'list[str]', 'list[bool]'], 'b': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
Can I sort text by its numeric value in Python?,"sorted(list(mydict.items()), key=lambda a: map(int, a[0].split('.')))","{'mydict': ['int-str-dict']}",<class 'list'>
remove parentheses and text within it in string `filename`,"re.sub('\\([^)]*\\)', '', filename)","{'filename': ['str', 'int-str']}",<class 'str'>
Check if string 'a b' only contains letters and spaces,"""""""a b"""""".replace(' ', '').isalpha()",{},<class 'bool'>
sum each element `x` in list `first` with element `y` at the same index in list `second`.,"[(x + y) for x, y in zip(first, second)]","{'first': ['list[int]'], 'second': ['list[int]']}",<class 'list'>
sort a python dictionary `a_dict` by element `1` of the value,"sorted(list(a_dict.items()), key=lambda item: item[1][1])","{'a_dict': ['dict']}",<class 'list'>
How to exclude a character from a regex group?,re.compile('[^a-zA-Z0-9-]+'),{},<class '_sre.SRE_Pattern'>
get index of the biggest 2 values of a list `a`,"sorted(list(range(len(a))), key=lambda i: a[i])[-2:]","{'a': ['list[int]']}",<class 'list'>
get the indexes of the largest `2` values from a list of integers `a`,"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]","{'a': ['list[int]']}",<class 'list'>
get index of key 'c' in dictionary `x`,list(x.keys()).index('c'),"{'x': ['dict']}",<class 'int'>
Print +1 using format '{0:+d}',('{0:+d}'.format(score)),"{'score': ['int']}",<class 'str'>
"remove adjacent duplicate elements from a list `[1, 2, 2, 3, 2, 2, 4]`","[k for k, g in itertools.groupby([1, 2, 2, 3, 2, 2, 4])]",{},<class 'list'>
"split string ""0,1,2"" based on delimiter ','","""""""0,1,2"""""".split(',')",{},<class 'list'>
"convert the string '0,1,2' to a list of integers","[int(x) for x in '0,1,2'.split(',')]",{},<class 'list'>
"convert list of key-value tuples `[('A', 1), ('B', 2), ('C', 3)]` into dictionary","dict([('A', 1), ('B', 2), ('C', 3)])",{},<class 'dict'>
Get day name from a datetime object,date.today().strftime('%A'),{},<class 'str'>
Python regular expression match whole word,"re.search('\\bis\\b', your_string)","{'your_string': ['str', 'int-str']}",<class 'NoneType'>
make a flat list from list of lists `sublist`,[item for sublist in l for item in sublist],"{'sublist': ['nested-list']}",<class 'list'>
make a flat list from list of lists `list2d`,list(itertools.chain(*list2d)),"{'list2d': ['nested-list']}",<class 'list'>
make a flat list from list of lists `list2d`,list(itertools.chain.from_iterable(list2d)),"{'list2d': ['nested-list']}",<class 'list'>
convert ascii value 'a' to int,ord('a'),{},<class 'int'>
replace white spaces in string '  a\n b\n c\nd  e' with empty string '',"re.sub('(?m)^[^\\S\\n]+', '', '  a\n b\n c\nd  e')",{},<class 'str'>
remove white spaces from all the lines using a regular expression in string 'a\n b\n c',"re.sub('(?m)^\\s+', '', 'a\n b\n c')",{},<class 'str'>
"destruct elements of list `[1, 2, 3]` to variables `a`, `b` and `c`","a, b, c = [1, 2, 3]",{},<class 'int'>
split list `mylist` into a list of lists whose elements have the same first five characters,"[list(v) for k, v in itertools.groupby(mylist, key=lambda x: x[:5])]","{'mylist': ['list[str]']}",<class 'list'>
remove all instances of parenthesesis containing text beginning with `as ` from string `line`,"line = re.sub('\\(+as .*?\\) ', '', line)","{'line': ['str', 'int-str']}",<class 'str'>
skip the newline while printing `line`,(line.rstrip('\n')),"{'line': ['str', 'int-str']}",<class 'str'>
create a list containing the indices of elements greater than 4 in list `a`,"[i for i, v in enumerate(a) if v > 4]","{'a': ['list[int]']}",<class 'list'>
reverse list `yourdata`,"sorted(yourdata, reverse=True)","{'yourdata': ['list[int]', 'list[str]', 'list[bool]']}",<class 'list'>
sort list of nested dictionaries `yourdata` in reverse based on values associated with each dictionary's key 'subkey',"sorted(yourdata, key=lambda d: d.get('key', {}).get('subkey'), reverse=True)","{'yourdata': ['list[dict]']}",<class 'list'>
sort list of nested dictionaries `yourdata` in reverse order of 'key' and 'subkey',"yourdata.sort(key=lambda e: e['key']['subkey'], reverse=True)","{'yourdata': ['list[dict]']}",<class 'list'>
get the tuple in list `a_list` that has the largest item in the second index,"max_item = max(a_list, key=operator.itemgetter(1))","{'a_list': ['list[tuple]'}",<class 'tuple'>
find tuple in list of tuples `a_list` with the largest second element,"max(a_list, key=operator.itemgetter(1))","{'a_list': ['list[tuple]'}",<class 'tuple'>
"extract elements at indices (1, 2, 5) from a list `a`","[a[i] for i in (1, 2, 5)]","{'a': ['list[int]', 'list[str]', 'list[bool]', 'list[tuple]'}",<class 'list'>
convert a date string `s` to a datetime object,"datetime.datetime.strptime(s, '%Y-%m-%dT%H:%M:%SZ')","{'s': ['int-str']}",<class 'datetime.datetime'>
replace only first occurence of string `TEST` from a string `longlongTESTstringTEST`,"'longlongTESTstringTEST'.replace('TEST', '?', 1)",{},<class 'str'>
create a dictionary of pairs from a list of tuples `myListOfTuples`,dict(x[1:] for x in reversed(myListOfTuples)),"{'myListOfTuples': ['list[tuple]']}",<class 'dict'>
subtract elements of list `List1` from elements of list `List2`,"[(x1 - x2) for x1, x2 in zip(List1, List2)]","{'List1': ['list[int]'], 'List2': ['list[int]']}",<class 'list'>
check if string `string` starts with a number,string[0].isdigit(),"{'string': ['str', 'int-str']}",<class 'bool'>
"Check if string `strg` starts with any of the elements in list ('0', '1', '2', '3', '4', '5', '6', '7', '8', '9')","strg.startswith(('0', '1', '2', '3', '4', '5', '6', '7', '8', '9'))","{'strg': ['str', 'int-str']}",<class 'bool'>
"split string `text` by the occurrences of regex pattern '(?<=\\?|!|\\.)\\s{0,2}(?=[A-Z]|$)'","re.split('(?<=\\?|!|\\.)\\s{0,2}(?=[A-Z]|$)', text)","{'text': ['str', 'int-str']}",<class 'list'>
rearrange tuple of tuples `t`,tuple(zip(*t)),"{'L': ['tuple']}",<class 'tuple'>
convert a list `L` of ascii values to a string,""""""""""""".join(chr(i) for i in L)","{'L': ['list[int]']}",<class 'str'>
count the number of pairs in dictionary `d` whose value equal to `chosen_value`,sum(x == chosen_value for x in list(d.values())),"{'d': ['dict']}",<class 'int'>
count the number of values in `d` dictionary that are predicate to function `some_condition`,sum(1 for x in list(d.values()) if some_condition(x)),"{'d': ['dict']}",<class 'int'>
convert double 0.00582811585976 to float,"struct.unpack('f', struct.pack('f', 0.00582811585976))",{},<class 'tuple'>
convert datetime.date `dt` to utc timestamp,"timestamp = (dt - datetime(1970, 1, 1)).total_seconds()","{'dt': ['datetime.datetime']}",<class 'float'>
print the truth value of `a`,(bool(a)),{},<class 'bool'>
Sort a list of strings 'words' such that items starting with 's' come first.,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)","{'words': ['list[str]']}",<class 'list'>
"fetch all elements in a dictionary `parent_dict`, falling between two keys 2 and 4","dict((k, v) for k, v in parent_dict.items() if 2 < k < 4)","{'parent_dict': ['dict']}",<class 'dict'>
